latitude,longitude,PROPERTY TYPE,Furnish Type,BEDROOMS,BATHROOMS,rent
51.5296635,-0.095592,Apartment,Furnished,1.0,1.0,2375
51.5178729,-0.164902,Flat,Furnished,1.0,1.0,1998
51.5313779,-0.1142718,Studio,Furnished,,1.0,2752
51.59242210000001,-0.2434759,Flat,Furnished,2.0,2.0,2210
51.5751499,-0.5607761,Detached,Unfurnished,5.0,3.0,4990
51.5273102,-0.1268669,Studio,Furnished,,1.0,2167
51.5944957,-0.1112914,Flat,"Furnished or unfurnished, landlord is flexible",4.0,2.0,2643
51.6450622,-0.1871732,Semi-Detached,Unfurnished,3.0,1.0,2750
51.5116643,-0.221558,Apartment,"Furnished or unfurnished, landlord is flexible",3.0,3.0,9967
51.5582705,-0.1641863,Flat,Unfurnished,3.0,2.0,3600
51.4824019,-0.1480467,Apartment,Furnished,1.0,1.0,2578
51.4896945,-0.1472804,Apartment,Furnished,2.0,2.0,3467
51.5084579,-0.4101309,Semi-Detached,Ask agent,3.0,1.0,2200
51.5898881,-0.116443,Apartment,Unfurnished,2.0,1.0,2000
51.4819866,-0.1489712,Apartment,Furnished,2.0,2.0,3033
51.519179,-0.1710844,Apartment,Furnished,2.0,1.0,4537
51.5137213,-0.1315808,Studio,Ask agent,,1.0,1582
51.5058019,-0.2063822,House,Furnished,1.0,2.0,6000
51.5192812,-0.1759552,Flat,Furnished,3.0,3.0,5997
51.5882373,-0.0588874,Apartment,Furnished,1.0,1.0,2200
51.5521076,-0.1800467,Apartment,Part furnished,2.0,1.0,3467
51.48110260000001,-0.1459352,Apartment,Unfurnished,2.0,2.0,4500
51.5744689,-0.3767058,Terraced,Furnished,3.0,2.0,2350
51.6322055,-0.1257341,Flat,Ask agent,1.0,1.0,1450
51.4816218,-0.1337024,Flat,Furnished,1.0,1.0,2349
51.480079,-0.194504,Flat,Unfurnished,2.0,1.0,1975
51.4749883,-0.3340492,Apartment,Part furnished,2.0,1.0,1795
51.5198012,-0.0903153,Flat,Furnished,1.0,1.0,2600
51.6628698,-0.3749702,Maisonette,Unfurnished,2.0,,1600
51.5533149,-0.1521122,House,Furnished,4.0,1.0,3200
51.5869185,-0.5627909,Apartment,Unfurnished,2.0,1.0,1250
51.5490183,-0.1971205,Garages,Unfurnished,,,200
51.5524013,-0.2956907,Penthouse,Furnished,3.0,3.0,3250
51.5370717,-0.1841935,Terraced,Unfurnished,4.0,3.0,17117
51.5390178,-0.1385897,Apartment,Part furnished,1.0,1.0,2300
51.4927443,-0.1302441,Flat,Furnished,1.0,1.0,2747
51.4867065,-0.1875257,Ground Flat,Furnished,2.0,2.0,3683
51.4972352,-0.1463091,Flat,Furnished,2.0,2.0,4984
51.5947972,-0.1119826,Flat,"Furnished or unfurnished, landlord is flexible",4.0,1.0,3012
51.6564701,-0.2550709,Terraced,Ask agent,2.0,1.0,1700
51.5910281,-0.223085,Apartment,Part furnished,2.0,1.0,1750
51.4832749,-0.1853437,Flat,Furnished,1.0,1.0,2362
51.4887235,-0.1812176,,Part furnished,3.0,3.0,4983
51.5477516,-0.342382,Apartment,Furnished,3.0,2.0,2972
51.5328372,-0.2852637,Flat,Furnished,2.0,2.0,1898
51.4694519,-0.3595613,Flat,Furnished,1.0,1.0,1250
51.4884887,-0.1442894,House,Unfurnished,4.0,3.0,5000
51.5638414,-0.2721527,Flat,Ask agent,2.0,1.0,1625
51.4472264,-0.1522866,Mews,"Furnished or unfurnished, landlord is flexible",2.0,2.0,4500
51.5608807,-0.1208682,Flat,Part furnished,1.0,1.0,1600
51.5844416,-0.091681,Terraced,Furnished,5.0,2.0,3499
0.0,0.0,Apartment,Furnished,3.0,3.0,5980
51.4867065,-0.1875257,Flat,Ask agent,2.0,2.0,3683
51.6298781,-0.0645133,Flat,Unfurnished,2.0,1.0,1400
51.5249386,-0.161272,Apartment,Furnished,1.0,1.0,1525
51.495935,-0.1307871,Apartment,Part furnished,3.0,3.0,5490
51.5471003,-0.3026705,Detached Bungalow,Furnished,2.0,1.0,2250
51.4746232,-0.1546466,Studio,Furnished,,1.0,1495
51.5049088,-0.3758666,Apartment,Furnished,3.0,2.0,3115
51.51335899999999,-0.1588582,Flat,Furnished,3.0,1.0,3500
51.5395449,-0.1024532,Flat,Part furnished,2.0,,2495
51.5116643,-0.221558,Apartment,"Furnished or unfurnished, landlord is flexible",3.0,3.0,7995
51.5246806,-0.0834505,Apartment,Unfurnished,1.0,1.0,2145
51.5049088,-0.3758666,Apartment,Furnished,1.0,1.0,1740
51.5036114,-0.1172979,Apartment,"Furnished or unfurnished, landlord is flexible",1.0,1.0,3590
51.5605676,-0.1235101,Flat,"Furnished or unfurnished, landlord is flexible",1.0,1.0,1600
51.4908033,-0.1937088,Flat,Ask agent,1.0,1.0,1993
51.5353473,-0.0891296,Flat,Furnished,2.0,2.0,2167
51.4844775,-0.1634788,Flat,Unfurnished,3.0,3.0,27083
51.5632226,-0.2763249,House Share,Furnished,,,953
51.5049088,-0.3758666,Apartment,Furnished,2.0,2.0,2300
51.5316392,-0.2958221,Apartment,Furnished,,1.0,1450
51.4455381,-0.160894,Flat,Part furnished,2.0,1.0,2400
51.5049088,-0.3758666,Apartment,Unfurnished,2.0,2.0,2050
51.4921783,-0.1706612,Flat,Furnished,2.0,2.0,4030
51.4610231,-0.3798076,Terraced,Furnished,2.0,1.0,1500
51.49488969999999,-0.1259229,Flat,Furnished,1.0,1.0,3200
51.486352,-0.1746998,Apartment,Furnished,2.0,2.0,4333
51.5317151,-0.1822771,Apartment,Furnished,1.0,1.0,2150
51.5390178,-0.1385897,Apartment,Ask agent,4.0,2.0,4600
51.43519810000001,-0.4705804999999999,Flat,Furnished,2.0,2.0,1695
51.5012438,-0.2129594,Apartment,Furnished,2.0,1.0,2500
51.5120641,-0.2539179,Apartment,Furnished,1.0,1.0,2000
51.5384505,-0.0767219,Flat,Part furnished,2.0,1.0,3500
51.5384505,-0.0767219,Flat,Ask agent,2.0,1.0,5000
51.5137213,-0.1315808,Apartment,Furnished,,1.0,1582
51.5373275,-0.0748971,Apartment,Furnished,2.0,1.0,2500
51.5594528,-0.2844334,Apartment,Furnished,2.0,1.0,2200
51.5468498,-0.1423102,Apartment,Ask agent,3.0,1.0,3358
51.5036356,-0.0975067,Apartment,Furnished,2.0,1.0,2300
0.0,0.0,Flat,Furnished,1.0,1.0,1300
51.471667,-0.207345,Maisonette,Unfurnished,4.0,3.0,6000
51.5517616,-0.1342472,Flat,Unfurnished,1.0,1.0,1585
51.4872713,-0.2257826,Flat,Furnished,2.0,2.0,3700
51.5124065,-0.1198752,Apartment,Unfurnished,1.0,1.0,2232
51.5366617,-0.159667,Apartment,Part furnished,2.0,1.0,3250
51.5494971,-0.1718643,Terraced,Unfurnished,2.0,2.0,3878
51.4425129,-0.4248308,Studio,Unfurnished,,1.0,900
51.5514163,-0.4797069,Apartment,Part furnished,1.0,1.0,1450
51.5042342,-0.1974866,Apartment,Unfurnished,3.0,3.0,5893
51.5042342,-0.1974866,Apartment,Unfurnished,3.0,4.0,5893
51.4890519,-0.2085094,Studio,Furnished,,1.0,1400
51.4917682,-0.1825199,Flat,Furnished,3.0,3.0,8212
51.5279976,-0.1120264,Flat,Furnished,1.0,1.0,1777
51.4804601,-0.2087163,House,Unfurnished,3.0,2.0,4500
51.5395611,-0.1732942,Flat,Ask agent,2.0,2.0,2500
51.4467762,-0.4102989,Apartment,Furnished,2.0,2.0,1500
51.4934955,-0.1926233,Studio,Furnished,,1.0,1650
51.5821966,-0.3407579,Apartment,Furnished,2.0,2.0,2684
51.47319470000001,-0.1821379,Apartment,Furnished,3.0,3.0,6000
51.5144161,-0.5999808,Apartment,"Furnished or unfurnished, landlord is flexible",2.0,2.0,2100
51.4560522,-0.3068492,Flat,Unfurnished,2.0,,4750
51.4826542,-0.183766,Flat,Unfurnished,2.0,1.0,2999
51.454966,-0.1662625,House,Furnished,3.0,1.0,3142
51.5132781,-0.1509125,Apartment,"Furnished or unfurnished, landlord is flexible",3.0,3.0,28166
51.4867005,-0.1162543,Apartment,Furnished,2.0,2.0,3200
51.5840204,-0.3369933,Flat,Unfurnished,2.0,1.0,1775
51.4909557,-0.1813146,Flat,Furnished,2.0,2.0,3250
51.4387809,-0.1970433,Apartment,Furnished,2.0,1.0,2250
51.5234385,-0.2608123,Flat,Furnished,2.0,2.0,2400
51.6018721,-0.4101761,Maisonette,Unfurnished,2.0,1.0,1600
51.59565869999999,-0.2019315,Apartment,Furnished,2.0,1.0,1800
51.4728108,-0.3484213,House Share,Furnished,1.0,,900
51.4978659,-0.2654253,Flat,Ask agent,2.0,2.0,2297
51.4908598,-0.1998657,Flat,Furnished,2.0,2.0,4350
51.4980206,-0.2011722,Apartment,Furnished,1.0,1.0,3000
51.497845,-0.1340022,Flat,Furnished,1.0,1.0,2795
51.5564834,-0.1735417,Apartment,Part furnished,1.0,1.0,2150
51.5072258,-0.2268899,Flat,Ask agent,1.0,1.0,2000
51.4685164,-0.1795659,Apartment,Furnished,1.0,1.0,2201
51.4908598,-0.1998657,Studio,Furnished,,1.0,1680
51.4622018,-0.3541452,Studio,Furnished,,1.0,1100
51.4252329,-0.3343943,Apartment,Unfurnished,3.0,2.0,4015
51.46761,-0.1583477,Apartment,Furnished,2.0,1.0,3358
51.4909557,-0.1813146,Apartment,"Furnished or unfurnished, landlord is flexible",,1.0,1235
51.4990927,-0.1821256,Mews,Furnished,5.0,5.0,16445
51.5142304,-0.3192527,Flat,Unfurnished,2.0,2.0,1990
51.5211419,-0.1147156,Apartment,Furnished,1.0,1.0,4280
51.5341909,-0.0805736,Flat,Furnished,2.0,,2500
51.4622517,-0.197749,Apartment,Furnished,2.0,2.0,2700
51.5371496,-0.0770076,Duplex,Unfurnished,2.0,1.0,3250
51.5026689,-0.1904707,Apartment,Ask agent,4.0,2.0,5980
51.5568013,-0.1180609,Apartment,Part furnished,2.0,2.0,2680
51.4625811,-0.1293479,Flat,Furnished,2.0,1.0,2450
51.5849458,-0.3283394,Apartment,Unfurnished,2.0,2.0,1850
51.4107873,-0.2987791,Studio,Furnished,,1.0,1798
51.4813159,-0.1325874,Apartment,"Furnished or unfurnished, landlord is flexible",2.0,2.0,4324
51.5827453,-0.4414101,End of Terrace,Unfurnished,1.0,1.0,1300
51.5408026,-0.1435958,Apartment,Furnished,2.0,1.0,2500
51.4813159,-0.1325874,Apartment,"Furnished or unfurnished, landlord is flexible",2.0,2.0,4400
51.5161516,-0.1560115,Apartment,Ask agent,2.0,1.0,6500
51.5316392,-0.2958221,Apartment,Furnished,1.0,1.0,1700
51.5127428,-0.4729405,Apartment,Furnished,2.0,2.0,1550
51.6198494,-0.277656,Apartment,Furnished,2.0,2.0,1975
51.5124065,-0.1198752,Flat,"Furnished or unfurnished, landlord is flexible",1.0,1.0,2232
51.4961665,-0.0992473,Apartment,Furnished,,1.0,1450
51.5351955,-0.1736844,House,Unfurnished,6.0,5.0,11245
51.5353294,-0.0958915,Apartment,Ask agent,2.0,1.0,3000
51.4539609,-0.17484,Flat,Furnished,1.0,1.0,1650
0.0,0.0,Flat,Furnished,,1.0,1400
51.594415,-0.2405971,Flat,Unfurnished,1.0,1.0,2115
51.5401134,-0.1750964,Detached,Part furnished,4.0,3.0,12000
51.4772322,-0.2060374,Flat,Unfurnished,1.0,1.0,1900
51.5166061,0.0570799,House Share,Furnished,1.0,1.0,800
51.5483183,-0.0094384,Apartment,Furnished,2.0,2.0,2800
51.4978698,-0.0753182,Flat,Furnished,1.0,1.0,2197
51.5074414,-0.0600701,Flat,Furnished,3.0,1.0,2999
51.4991607,-0.0201107,Apartment,Furnished,2.0,2.0,3400
51.4839977,-0.0507442,Apartment,Furnished,3.0,2.0,3150
51.4639307,-0.0749796,Flat,Unfurnished,2.0,2.0,2300
51.4976818,-0.0206131,Apartment,Furnished,1.0,1.0,1900
51.4466228,-0.0705909,Flat,Furnished,2.0,1.0,1950
51.5023572,-0.0254833,Flat,Ask agent,1.0,1.0,2249
51.4760172,-0.0269405,Town House,Part furnished,4.0,2.0,4250
0.0,0.0,Flat,"Furnished or unfurnished, landlord is flexible",1.0,1.0,1950
51.5043933,-0.0457696,Semi-Detached,Furnished,2.0,1.0,2000
51.5209868,-0.0305713,Apartment,Furnished,4.0,1.0,3500
51.4350297,-0.0394852,Semi-Detached,Part furnished,5.0,2.0,3000
51.4918283,-0.0193709,Detached,Part furnished,2.0,,1746
51.4977202,-0.0154344,Apartment,Furnished,,1.0,1900
51.4064098,0.0829103,Apartment,Unfurnished,2.0,1.0,1850
51.4969486,-0.0149864,Apartment,Furnished,1.0,1.0,2300
51.4874198,-0.0751197,Flat,Furnished,1.0,1.0,1500
51.5021205,-0.0246486,Apartment,Ask agent,1.0,1.0,2200
51.4758186,-0.0284939,Flat,Part furnished,1.0,1.0,1400
51.5374053,-0.0426432,Apartment,Unfurnished,2.0,1.0,2000
51.5458727,0.0187326,Flat,Unfurnished,3.0,2.0,2500
51.4969486,-0.0149864,Studio,Furnished,,1.0,1777
51.4869469,-0.0149783,Apartment,Furnished,2.0,1.0,2100
51.4933837,-0.0440357,Flat,Furnished,2.0,,2499
51.4969486,-0.0149864,Apartment,Furnished,2.0,2.0,2934
51.5007674,-0.0783157,Studio,"Furnished or unfurnished, landlord is flexible",,1.0,1650
51.4874198,-0.0751197,Studio,"Furnished or unfurnished, landlord is flexible",,1.0,1500
51.4906637,-0.0032197,Apartment,Part furnished,1.0,1.0,1625
51.5181843,-0.0742444,Apartment,Furnished,2.0,2.0,4790
51.5145278,-0.0703767,Apartment,Furnished,2.0,1.0,4190
51.4963227,-0.0177456,Apartment,Furnished,1.0,1.0,2750
51.5100359,-0.0681756,Apartment,Furnished,2.0,2.0,3450
51.512254,-0.0731339,Apartment,Furnished,,1.0,2450
51.5220238,-0.0565462,Apartment,Furnished,3.0,1.0,2850
51.5185858,-0.0561977,Apartment,Furnished,2.0,2.0,3240
51.5185858,-0.0561977,Apartment,Furnished,1.0,1.0,2430
51.5205873,-0.0100998,Apartment,Furnished,,1.0,2040
51.5185858,-0.0561977,Apartment,Furnished,1.0,1.0,2540
51.4946834,-0.0781155,Apartment,Furnished,2.0,2.0,2990
51.5150289,-0.0714494,Apartment,Furnished,3.0,2.0,4540
51.4994216,-0.0191929,Apartment,Furnished,2.0,2.0,4390
51.4969486,-0.0149864,Apartment,Furnished,2.0,2.0,4060
51.5439241,-0.0088075,Apartment,"Furnished or unfurnished, landlord is flexible",2.0,1.0,2750
51.5028058,-0.014808,Flat,"Furnished or unfurnished, landlord is flexible",2.0,1.0,4397
51.5042182,-0.0250777,Flat,"Furnished or unfurnished, landlord is flexible",1.0,1.0,2903
51.5042182,-0.0250777,Flat,"Furnished or unfurnished, landlord is flexible",1.0,1.0,3250
51.5348246,0.0846337,Terraced,Furnished,4.0,2.0,2800
51.5022491,-0.0131576,Flat,"Furnished or unfurnished, landlord is flexible",1.0,1.0,2860
51.5028058,-0.014808,Flat,"Furnished or unfurnished, landlord is flexible",2.0,1.0,4052
51.5042182,-0.0250777,Flat,"Furnished or unfurnished, landlord is flexible",1.0,1.0,4000
51.5042182,-0.0250777,Flat,"Furnished or unfurnished, landlord is flexible",1.0,1.0,3500
51.5042182,-0.0250777,Flat,"Furnished or unfurnished, landlord is flexible",,1.0,2492
51.5439241,-0.0088075,Apartment,"Furnished or unfurnished, landlord is flexible",3.0,2.0,3300
51.5042182,-0.0250777,Flat,"Furnished or unfurnished, landlord is flexible",3.0,2.0,7390
51.5097502,-0.017595,Flat,Furnished,2.0,1.0,2200
51.5066681,-0.0356983,Apartment,Part furnished,2.0,2.0,2000
51.4833732,-0.0537366,Flat Share,Furnished,,1.0,1425
51.479157,0.1361981,Terraced,Unfurnished,3.0,1.0,2150
51.5136093,-0.0492654,Studio,Furnished,,1.0,2102
51.4514714,-0.0712345,Flat,"Furnished or unfurnished, landlord is flexible",2.0,1.0,2700
51.5060075,-0.0265703,Apartment,Furnished,2.0,2.0,4182
51.5060075,-0.0265703,Apartment,Furnished,2.0,2.0,4247
51.5012285,-0.0186129,Apartment,Furnished,2.0,2.0,3140
51.5251943,-0.0102262,Apartment,Furnished,1.0,1.0,2270
51.4997724,-0.0179204,Flat,Furnished,2.0,2.0,3400
51.4882406,-0.0598409,Studio,Furnished,,1.0,1200
51.531837,0.0385667,Flat Share,Furnished,1.0,2.0,1250
51.4826464,-0.0146457,Flat,Furnished,1.0,1.0,1850
51.5025805,-0.0753359,Apartment,Furnished,2.0,2.0,3240
51.5269565,-0.0439942,Apartment,Ask agent,2.0,2.0,2500
51.4939134,-0.0367399,Town House,Furnished,4.0,2.0,4000
51.4931707,0.0808517,Terraced,"Furnished or unfurnished, landlord is flexible",2.0,1.0,1725
51.492624,-0.0392527,Flat Share,Furnished,1.0,1.0,1300
51.4869357,-0.0603014,Flat Share,"Furnished or unfurnished, landlord is flexible",1.0,1.0,950
51.4850855,-0.0653377,Flat,Furnished,3.0,2.0,3200
51.4586741,0.0051898,Maisonette,Unfurnished,2.0,1.0,1850
51.5154222,-0.0050395,Flat,Furnished,2.0,2.0,2200
51.5442805,0.0416135,Terraced,Unfurnished,4.0,1.0,2500
51.5347493,0.1346886,Terraced,Unfurnished,2.0,1.0,1725
51.4726394,-0.020867,Apartment,Ask agent,2.0,2.0,2000
51.4991607,-0.0201107,Apartment,Furnished,2.0,2.0,3400
51.5251943,-0.0102262,Apartment,Furnished,1.0,1.0,2260
51.4674311,0.0058524,Flat,Ask agent,2.0,1.0,2150
51.5570614,0.112871,Flat,Unfurnished,2.0,1.0,1950
51.4688595,0.0681086,Flat,Unfurnished,2.0,2.0,1800
51.4881072,0.0315161,Terraced,Unfurnished,2.0,1.0,2200
51.4520507,-0.0688115,Terraced,Unfurnished,5.0,2.0,4750
51.5363622,-0.0238479,Flat,Furnished,1.0,1.0,2100
51.4997724,-0.0179204,Flat,Furnished,1.0,1.0,2300
51.4637711,-0.0233524,Terraced,Unfurnished,5.0,3.0,4000
51.459117,-0.0094188,Flat,Unfurnished,1.0,1.0,1500
51.5350616,0.0151083,House,Furnished,2.0,1.0,2250
51.5250793,-0.0441359,Terraced,Unfurnished,6.0,3.0,5700
51.52888249999999,-0.0415187,Flat,Furnished,2.0,2.0,2600
51.5190141,-0.0745482,Flat,Unfurnished,1.0,1.0,2650
51.4944139,-0.07610309999999999,Flat,Ask agent,2.0,1.0,2900
51.5072059,-0.0277558,Flat,"Furnished or unfurnished, landlord is flexible",2.0,2.0,4030
51.4907605,-0.0384546,Flat,Furnished,2.0,2.0,2350
51.5427129,0.0713851,Flat,Furnished,1.0,1.0,1200
51.509439,-0.0358227,Apartment,Part furnished,2.0,2.0,2995
51.4592757,-0.0740236,House,Unfurnished,3.0,2.0,3500
51.5072059,-0.0277558,Flat,Furnished,2.0,2.0,3987
51.4716956,-0.0202713,Flat,Furnished,1.0,,1500
51.5514392,-0.0307956,Flat,Furnished,1.0,1.0,2700
51.4847825,0.0070717,Terraced,Unfurnished,3.0,1.0,2300
51.4715289,-0.0303287,Apartment,Furnished,1.0,1.0,1600
51.4935205,-0.0144266,House Share,Furnished,1.0,3.0,950
51.5535315,-0.004461,Flat,Unfurnished,2.0,1.0,1800
51.5255068,0.05870810000000001,Maisonette,Unfurnished,2.0,1.0,1750
51.4925243,-0.0353857,Flat,Furnished,1.0,1.0,2050
51.5130282,-0.0745443,Apartment,"Furnished or unfurnished, landlord is flexible",2.0,2.0,4333
51.4652588,-0.0312126,Apartment,Furnished,2.0,1.0,2400
51.4969486,-0.0149864,Studio,Furnished,,1.0,1798
51.5229106,-0.0777472,Flat,Furnished,2.0,2.0,3000
51.5474191,0.0709367,Apartment,Ask agent,2.0,1.0,1700
51.4794524,-0.05127,Apartment,Furnished,1.0,1.0,1350
51.4734605,-0.0214801,Flat,Furnished,1.0,1.0,1500
51.5156748,-0.0564222,Flat,Furnished,3.0,1.0,2817
38.5645665,-121.433809,Apartment,Furnished,2.0,2.0,2520
51.5467491,-0.0109688,Apartment,Furnished,1.0,1.0,2120
51.5012559,-0.0180925,Flat,Furnished,1.0,1.0,2200
51.5315327,-0.06219810000000001,Studio,Furnished,,1.0,1452
0.0,0.0,Apartment,Furnished,2.0,2.0,2820
51.5460343,-0.0116249,Apartment,Furnished,2.0,2.0,2930
51.5460343,-0.0116249,Apartment,Furnished,1.0,1.0,2440
51.5464547,-0.0018742,Apartment,Furnished,1.0,1.0,2150
51.4462728,-0.0251787,Apartment,"Furnished or unfurnished, landlord is flexible",1.0,1.0,1450
51.4866575,0.008171399999999999,Flat Share,Furnished,1.0,1.0,795
51.5447012,0.0496127,Studio,Unfurnished,,1.0,1350
51.5097502,-0.017595,Terraced,Furnished,3.0,2.0,2450
51.4242157,-0.0472021,Apartment,Unfurnished,2.0,2.0,1950
51.4417632,-0.0019531,Terraced,Unfurnished,3.0,1.0,2250
51.5018334,0.0405024,Flat,Furnished,1.0,1.0,1850
51.4358537,0.079446,Semi-Detached,Unfurnished,4.0,2.0,2750
51.5392301,0.079626,Flat,Part furnished,1.0,1.0,1798
51.5018334,0.0405024,Flat,Furnished,1.0,1.0,1875
0.0,0.0,Flat,Furnished,2.0,1.0,2097
51.5564634,-0.0048399,Terraced,"Furnished or unfurnished, landlord is flexible",3.0,1.0,2899
51.4714669,0.0718573,Detached,Unfurnished,4.0,2.0,2500
51.50908339999999,0.0222154,Apartment,Furnished,2.0,2.0,2450
51.4533942,0.1750085,Maisonette,Unfurnished,2.0,1.0,1400
51.4447607,0.0850721,End of Terrace,Ask agent,3.0,1.0,2200
51.3990707,0.0186232,Flat,Unfurnished,2.0,2.0,2200
51.4750331,-0.0067632,End of Terrace,Unfurnished,4.0,2.0,4250
51.4982143,-0.0221159,Apartment,Furnished,1.0,1.0,2000
51.5168152,-0.0214725,Flat,Furnished,,1.0,1733
51.5150289,-0.0714494,Apartment,Furnished,1.0,1.0,3390
51.5074086,-0.0643082,Flat,Furnished,1.0,1.0,1993
0.0,0.0,Flat,Furnished,1.0,1.0,1800
51.5163362,-0.0664483,Flat,Furnished,2.0,1.0,2600
51.5129912,-0.0345019,Apartment,Furnished,3.0,2.0,2500
51.5210623,-0.0290048,Apartment,Unfurnished,1.0,1.0,1850
51.4933675,0.0098214,House Share,Furnished,,,997
51.4431531,0.0174338,Flat,Unfurnished,1.0,1.0,1300
0.0,0.0,Apartment,Furnished,1.0,1.0,2370
51.4933675,0.0098214,House Share,Furnished,,,1040
51.4927402,0.1254394,Bungalow,Unfurnished,3.0,1.0,1650
51.50839149999999,0.0156125,Apartment,Furnished,2.0,2.0,2450
51.541295,0.0058709,Flat,Unfurnished,3.0,1.0,2100
51.4933675,0.0098214,House Share,Furnished,,,1170
51.458635,-0.0009485,Studio,Unfurnished,,1.0,1250
51.5092587,0.0027487,Flat,Furnished,1.0,,1599
51.5010937,-0.0172591,Apartment,Furnished,2.0,2.0,3850
51.5130682,-0.0041607,Flat,Furnished,1.0,1.0,2050
51.4914634,0.0655301,Flat,Furnished,2.0,2.0,1700
20.593684,78.96288,Flat,Furnished,2.0,2.0,2475
51.5212693,-0.0092835,Flat,Furnished,1.0,,1800
51.4815087,0.079001,Flat,Furnished,1.0,1.0,1500
51.4529788,0.0085603,Apartment,Unfurnished,3.0,2.0,2400
51.4992002,0.0258975,Apartment,Furnished,1.0,1.0,2195
51.5175859,-0.0726764,Flat,Furnished,2.0,1.0,2920
51.5021691,0.0350922,Flat,Ask agent,2.0,2.0,2050
51.4791523,-0.0753554,Flat,Furnished,2.0,1.0,1750
51.5010532,0.0258089,Apartment,Furnished,1.0,1.0,1825
51.50110489999999,-0.0172897,Flat,Furnished,1.0,1.0,2899
51.531647,0.073253,Apartment,Furnished,1.0,1.0,1535
51.5170628,0.0122667,Apartment,Furnished,1.0,,1950
51.5383373,0.0052688,Flat,Furnished,2.0,1.0,2100
51.4834484,0.0047237,Flat,Unfurnished,2.0,1.0,1750
51.4914634,0.0655301,Apartment,Part furnished,3.0,3.0,2375
51.508952,-0.067193,Apartment,Furnished,1.0,1.0,2817
51.5011271,0.0072749,Flat,Furnished,1.0,1.0,2050
51.5027261,-0.025465,Flat,Furnished,1.0,1.0,2730
51.50869429999999,0.0729578,Apartment,Furnished,3.0,2.0,2800
0.0,0.0,Semi-Detached,Ask agent,2.0,1.0,1750
51.5027261,-0.025465,Flat,Furnished,,1.0,2275
51.5192401,-0.0267511,Flat,Furnished,2.0,2.0,2300
51.5466008,0.0271539,Flat,"Furnished or unfurnished, landlord is flexible",3.0,1.0,2495
51.5039688,-0.0645544,Flat,Unfurnished,3.0,3.0,4498
51.4828015,-0.0169204,Apartment,Furnished,2.0,2.0,2350
0.0,0.0,Apartment,Furnished,2.0,2.0,3900
51.5262309,-0.0639137,Flat,"Furnished or unfurnished, landlord is flexible",1.0,1.0,1750
51.5191041,-0.0745387,Flat,Ask agent,1.0,1.0,2600
51.4726557,0.140415,Semi-Detached,Unfurnished,4.0,2.0,3350
51.4989097,0.0245955,Apartment,"Furnished or unfurnished, landlord is flexible",2.0,2.0,2999
-32.0136333,149.9782754,Flat,Furnished,1.0,1.0,1898
51.5068549,-0.0520036,Flat,Furnished,2.0,2.0,3900
51.5022042,-0.0251399,Apartment,Furnished,2.0,1.0,4000
51.5660989,0.0073994,Flat,Unfurnished,1.0,1.0,1400
51.5011088,-0.0217919,,Ask agent,2.0,2.0,4000
51.5551716,0.1216219,Terraced,Unfurnished,3.0,1.0,1950
51.4999849,-0.0176731,Studio,Furnished,,1.0,1885
51.4930023,0.068627,Flat,Furnished,1.0,1.0,1850
51.5003354,-0.0177775,Apartment,Furnished,1.0,1.0,2500
51.5130282,-0.0745443,Apartment,Furnished,1.0,1.0,3200
51.4926713,0.0717622,Flat,Part furnished,2.0,2.0,2250
51.5125109,-0.0356623,Apartment,Furnished,1.0,,1500
51.5466359,0.006881399999999999,Flat,Ask agent,1.0,1.0,1500
51.4636681,-0.021388,House,Ask agent,3.0,1.0,2700
0.0,0.0,Flat,Unfurnished,2.0,2.0,2249
51.4743976,-0.0097332,House Share,Ask agent,1.0,1.0,800
51.5227817,-0.0173722,Flat,Unfurnished,1.0,1.0,1900
51.525596,-0.0591833,Flat,Part furnished,1.0,,1950
51.5227817,-0.0173722,Flat,Ask agent,1.0,1.0,3500
51.5268192,-0.0581647,Flat,Furnished,3.0,2.0,3800
51.5268192,-0.0581647,Flat,Ask agent,3.0,2.0,5000
51.4358701,0.0433246,Maisonette,Unfurnished,2.0,2.0,1500
51.5338906,-0.007711999999999999,Apartment,"Furnished or unfurnished, landlord is flexible",1.0,1.0,1875
51.4977202,-0.0154344,Apartment,Furnished,1.0,1.0,2400
51.514471,-0.0755039,Flat,Ask agent,2.0,2.0,4950
51.514471,-0.0755039,Flat,Part furnished,2.0,2.0,3500
51.514471,-0.0755039,Flat,Part furnished,1.0,1.0,2400
51.4588458,0.0308541,Terraced,Furnished,3.0,3.0,2700
51.4613684,0.0287703,Apartment,Furnished,1.0,1.0,1750
51.51286649999999,-0.0054469,Studio,Furnished,,1.0,1700
51.5090286,0.0134757,Apartment,Furnished,2.0,2.0,2650
51.48781640000001,-0.0439953,Flat,Furnished,1.0,1.0,1900
51.49830180000001,-0.0180953,Apartment,Furnished,2.0,2.0,2500
51.49830180000001,-0.0180953,Apartment,Furnished,2.0,2.0,2500
51.4563119,-1.3e-06,Studio,Unfurnished,,1.0,950
51.5781115,0.0709412,Flat,Unfurnished,2.0,1.0,1950
51.3941677,0.111083,Studio,Unfurnished,,1.0,950
51.5091206,0.0212314,Apartment,Furnished,1.0,1.0,1650
51.48753610000001,-0.0062459,Flat,Unfurnished,1.0,1.0,2200
51.4997724,-0.0179204,Flat,Furnished,2.0,2.0,3750
